title_pt;title_en;year;rating;genre;sinopse
Cassino;139. Cassino;1995;8.2;Policial;Uma história de ganância, dinheiro e assassinato acontece entre dois melhores amigos: um mafioso e um executivo de cassino, que competem uns com os outros por um império de jogo e pelo amor de uma socialite.
Sangue Negro;140. Sangue Negro;2007;8.2;Drama;Uma história sobre familia, religião, ódio e loucura, centrada na vida de um explorador de petróleo nos primeiros anos do negócio.
Ilha do Medo;141. Ilha do Medo;2010;8.2;Mistério;Em 1945, um policial federal dos Estados Unidos investiga o desaparecimento de um assassino que escapou de um hospital psiquiátrico.
O Labirinto do Fauno;142. O Labirinto do Fauno;2006;8.2;Drama;Na Espanha de 1944, a filha dum oficial do exército escapa a um mundo de fantasia.
Os Imperdoáveis;143. Os Imperdoáveis;1992;8.2;Drama;O atirador do Velho Oeste, William Munny, relutantemente aceita um último trabalho com a ajuda de seu antigo amigo e um jovem.
O Sexto Sentido;144. O Sexto Sentido;1999;8.2;Drama;Um menino que consegue se comunicar com espíritos encontra ajuda de um psicólogo.
Jurassic Park;145. Jurassic Park;1993;8.2;Ação;Durante um tour o parque sofre falta de energia eléctrica o que faz que um dinossauro clonado saia do seu claustro.
Uma Mente Brilhante;146. Uma Mente Brilhante;2001;8.2;Biografia;A vida do brilhante mas insociável matemático John Nash muda quando ele aceita um trabalho secreto em criptografia.
O Tesouro da Sierra Madre;147. O Tesouro da Sierra Madre;1947;8.2;Aventura;Dois americanos em busca de trabalho no México convencem um homem a ajudá-los a extrair ouro nas montanhas da Serra Madre.
Yojimbo, o Guarda-Costas;148. Yojimbo, o Guarda-Costas;1961;8.2;Ação;Um astuto ronin chega a uma cidade dividida por duas quadrilhas criminosas e decide se confrontar para libertar a cidade.
Onde os Fracos Não Têm Vez;149. Onde os Fracos Não Têm Vez;2007;8.2;Policial;Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.
Monty Python em Busca do Cálice Sagrado;150. Monty Python em Busca do Cálice Sagrado;1975;8.2;Aventura;O Rei Arthur e seus Cavaleiros da Távola Redonda embarcam em uma busca surrealista e de baixo orçamento pelo Santo Graal, encontrando múltiplos obstáculos estúpidos.
Kill Bill: Volume 1;151. Kill Bill: Volume 1;2003;8.2;Ação;Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.
Fugindo do Inferno;152. Fugindo do Inferno;1963;8.2;Aventura;Prisioneiros de guerra aliados planejam uma fuga maciça de um campo alemão durante a Segunda Guerra Mundial.
O Enigma de Outro Mundo;153. O Enigma de Outro Mundo;1982;8.2;Terror;Um team de investigação na Antartica é perseguido por extraterrestres.
Rashomon;154. Rashomon;1950;8.2;Policial;A violação de uma noiva e o assassinato de seu marido samurai são lembrados desde a perspectiva de um bandido, da noiva, do fantasma do samurai e de um lenhador.
Procurando Nemo;155. Procurando Nemo;2003;8.2;Animação;Quando seu filho é capturado, um peixe-palhaço tímido embarca em uma viagem para trazê-lo para casa.
O Homem Elefante;156. O Homem Elefante;1980;8.2;Biografia;Um famoso médico estuda a um jovem com a cara deformada, conhecido como Homem Elefante, ele se da conta que o homem é inteligente e de bom coração.
Chinatown;157. Chinatown;1974;8.2;Drama;Um detetive particular contratado para desmascarar um adúltero é pego em uma teia de fraude, corrupção e assassinato.
Homem-Aranha: Sem Volta para Casa;158. Homem-Aranha: Sem Volta para Casa;2021;8.2;Ação;Com a identidade do Homem-Aranha revelada, Peter pede ajuda ao Doutor Strange. Quando um feitiço corre mal, inimigos perigosos de outros mundos começam a aparecer, forçando Peter a descobrir o que realmente significa ser o Homem-Aranha.
V de Vingança;159. V de Vingança;2005;8.2;Ação;Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.
...E o Vento Levou;160. ...E o Vento Levou;1939;8.2;Drama;Uma mulher manipuladora e uma truhan embarcam em um romance turbulento durante a Guerra Civil Americana e o período da Reconstrução.
Touro Indomável;161. Touro Indomável;1980;8.1;Biografia;A vida do boxeador Jake LaMotta, que vê como a violência e temperamento que o levam ao topo do ringue, destroem sua vida fora dele.
Disque M para Matar;162. Disque M para Matar;1954;8.2;Policial;Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.
O Castelo Animado;163. O Castelo Animado;2004;8.2;Animação;Uma jovem sem autoconfiança é amaldiçoada com um corpo envelhecido por uma bruxa odiosa. Sua única chance de quebrar o feitiço é um jovem feiticeiro em um castelo itinerante.
Jogos, Trapaças e Dois Canos Fumegantes;164. Jogos, Trapaças e Dois Canos Fumegantes;1998;8.1;Ação;Um jogo de cartas em Londres desencadeia um confronto entre quatro amigos, plantadores de maconha, agiotas e cobradores de dívidas em uma série de eventos curiosos, tudo por algo de maria, dinheiro e duas pistolas antigas.
O Segredo dos Seus Olhos;165. O Segredo dos Seus Olhos;2009;8.2;Drama;Um assessor jurídico aposentado escreve um romance com a esperança de fechar um de seus antigos casos de homicídio, que permanece sem solução, e superar o amor não correspondido que sentia por seu chefe. Décadas depois, ambas as memórias continuam a persegui-lo.
Divertida Mente;166. Divertida Mente;2015;8.1;Animação;Quando o jovem Riley se muda á San Francisco deberá lidiar com suas emoções.
Três Anúncios para um Crime;168. Três Anúncios para um Crime;2017;8.1;Comédia;Uma mãe desafia pessoalmente as autoridades locais para resolver o assassinato de sua filha.
A Ponte do Rio Kwai;169. A Ponte do Rio Kwai;1957;8.1;Aventura;Depois de resolver suas diferenças com um japonês, o comandante do campo, um coronel britânico, coopera para supervisionar a construção de uma ponte ferroviária.
Trainspotting: Sem Limites;170. Trainspotting: Sem Limites;1996;8.1;Drama;Renton, profundamente imerso no mundo das drogas em Edimburgo, tenta sair do ambiente apesar da má influência dos amigos.
Fargo: Uma Comédia de Erros;171. Fargo: Uma Comédia de Erros;1996;8.1;Policial;O crime de Jerry Lundegaard se desfaz devido à falta de sorte dele e de seus colegas e ao persistente trabalho polícia.
Guerreiro;172. Guerreiro;2011;8.1;Ação;O filho pequeno de um exboxer alcoólatra volta para casa, onde seu pai o treina para um torneio de artes marciais mistas.
Gran Torino;173. Gran Torino;2008;8.1;Drama;Walt Kowalski, um ranzinza veterano da guerra da Coreia, tenta dar uma lição em seu vizinho quando este tentar roubar seu bem mais precioso: um Gran Torino de 1972.
Prenda-me se for Capaz;174. Prenda-me se for Capaz;2002;8.1;Biografia;Um agente do FBI persegue Frank Abagnale, que antes de seus 19 anos consegue ganhar milhões de dólares fingindo ser um piloto, um médico e um advogado.
Meu Amigo Totoro;175. Meu Amigo Totoro;1988;8.1;Animação;Quando duas meninas se mudam para o campo para ficar perto de sua mãe doente, elas têm aventuras com os maravilhosos espíritos da floresta que moram nas proximidades.
Menina de Ouro;176. Menina de Ouro;2004;8.1;Drama;Uma mulher determinada se prepara para se tornar numa pugilista profissional.
Klaus;177. Klaus;2019;8.2;Animação;Um simples ato de bondade sempre provoca outro, mesmo em um lugar gelado e distante. Quando o novo carteiro de Smeerensburg faz amizade com o fabricante de brinquedos Klaus, seus presentes derreteram uma antiga inimizade.
Filhos do Paraíso;178. Filhos do Paraíso;1997;8.2;Drama;Depois que uma criança perde o par de sapatos de sua irmã, ele embarca em uma série de aventuras para encontrá-los. Quando não consegue, ele tenta uma nova maneira de procurá-los.
Harry Potter e as Relíquias da Morte - Parte 2;179. Harry Potter e as Relíquias da Morte - Parte 2;2011;8.1;Aventura;Harry, Ron e Hermione devem escapar a Voldemort e tentar trabalhar em conjunto para localizar e aniquilar os Horcruxes, que contêm pedaços da alma de Voldemort.
Blade Runner: O Caçador de Androides;180. Blade Runner: O Caçador de Androides;1982;8.1;Ação;Um corredor deberá perseguir é acabar com quatro replicantes que roubaram uma nave no espaço, e deberá regresar á Terra e encontrar seu criador.
12 Anos de Escravidão;181. 12 Anos de Escravidão;2013;8.1;Biografia;Solomon Northup, um homem preto livre de Nova Iorque, é raptado e vendido como escravo.
Antes do Amanhecer;182. Antes do Amanhecer;1995;8.1;Drama;Um jovem e uma mulher se conhecem num trem em Europa é passam uma noite juntos em Viena.
Em Busca do Ouro;183. Em Busca do Ouro;1925;8.1;Aventura;Um garimpeiro vai ao Klondike em busca de ouro e encontra muito mais que isso.
O Grande Hotel Budapeste;184. O Grande Hotel Budapeste;2014;8.1;Aventura;As aventuras de Gustave H, um lendário porteiro dum famoso hotel da ficcional República de Zubrowka entre a primeira y a segunda guerra mundial.
Ben-Hur;185. Ben-Hur;1959;8.1;Aventura;Quando um príncipe de Jerusalém é traído e enviado à escravidão por um amigo romano, ele recupera sua liberdade e retorna para se vingar.
Garota Exemplar;186. Garota Exemplar;2014;8.1;Drama;Desde que o desaparecimento de sua esposa se tornou o foco de um intenso circo da mídia, um homem vê como esta se concentra nele quando suspeitam que pode não ser inocente.
Sindicato de Ladrões;187. Sindicato de Ladrões;1954;8.1;Policial;Um ex-lutador que virou lutador enfrenta seus chefes corruptos.
Barry Lyndon;188. Barry Lyndon;1975;8.1;Aventura;Um irlandês conquista o coração de uma viúva rica e assume a posição aristocrática de seu falecido marido na Inglaterra do século XVIII.
Até o Último Homem;189. Até o Último Homem;2016;8.1;Biografia;O médico amaericano da Segunda Guerra Mundial, Desmond T. Doss, se recusa a matar pessoas e se torna o primeiro homem na história dos Estados Unidos a receber a Medalha de Honra sem atirar um tiro.
Em Nome do Pai;190. Em Nome do Pai;1993;8.1;Biografia;Em 1974, uma explosão a bomba acontece em Guilford, próximo de Londres. Gerry Conlon e amigos são acusados pelo crime e presos. Giuseppe Conlon, pai de Gerry, pede ajuda à advogada Gareth Peirce, que investiga as irregularidades do caso.
A General;191. A General;1926;8.1;Ação;Uns espiões roubam a amada locomotiva de um engenheiro, ele a persegue sozinho através das linhas inimigas.
O Franco Atirador;192. O Franco Atirador;1978;8.1;Drama;Um retrato detalhado das maneiras pelas quais a Guerra do Vietnã interrompeu a vida dos habitantes de uma pequena cidade industrial na Pensilvânia.
Morangos Silvestres;193. Morangos Silvestres;1957;8.1;Drama;Depois de viver uma vida marcada pela frieza, um professor idoso é forçado a confrontar o vazio de sua existência.
Memórias de um Assassino;194. Memórias de um Assassino;2003;8.1;Policial;Em uma pequena província coreana em 1986, três detetives estão procurando o culpado de uma série de estupros e assassinatos de mulheres jovens.
O 3º Homem;195. O 3º Homem;1949;8.1;Filme noir;O romancista Holly Martins viaja para sombria, Viena pós-guerra, apenas para ele mesmo investigar a misteriosa morte de um velho amigo, Harry Lime
O Salário do Medo;196. O Salário do Medo;1953;8.2;Aventura;Em uma aldeia da América do Sul, quatro homens são contratados para transportar uma remessa urgente de nitroglicerina, mas sem o equipamento de segurança.
Relatos Selvagens;197. Relatos Selvagens;2014;8.1;Comédia;Sies historias curtas que exploram o comportamento humano de pessoas desesperadas.
Bancando o Águia;198. Bancando o Águia;1924;8.2;Ação;Um projecionista de cinema deseja ser um detetive e coloca suas magras habilidades em prática quando um rival o incrimina por roubar o relógio de bolso do pai de sua namorada.
Mad Max: Estrada da Fúria;199. Mad Max: Estrada da Fúria;2015;8.1;Ação;Num mundo apocalíptico, uma mulher se rebela contra um tirano ao procurar uma nova casa para um grupo de mulheres prisioneiras com a ajuda dum homem chamado Max.
A Mulher Faz o Homem;200. A Mulher Faz o Homem;1939;8.1;Comédia;Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.
Sociedade dos Poetas Mortos;201. Sociedade dos Poetas Mortos;1989;8.1;Comédia;O professor de Inglés John Keating inspira a seus estudantes a ver a poesia duma perspectiva diferente.
Monstros S.A.;202. Monstros S.A.;2001;8.1;Animação;Para poder dar electricidade a sua cidade, os monstros tem que assustar a crianças. Pensando que as crianças são perigosas para eles, dois monstros acham que as coisas podem ser diferentes.
Como Treinar o Seu Dragão;203. Como Treinar o Seu Dragão;2010;8.1;Animação;Um jovem e desafortunado viking que aspira a caçar dragões se torna o improvável amigo de um jovem dragão, e descobre que pode haver mais nas criaturas do que ele supunha.
Mary e Max: Uma Amizade Diferente;204. Mary e Max: Uma Amizade Diferente;2009;8.1;Animação;Relata a estranha história de uma amizade entre dois amigos por correspondência: Mary, uma garota solitária de oito anos que vive nos subúrbios de Melbourne, e Max, um homem obeso de quarenta e quatro anos que vive em Nova York.
Tubarão;205. Tubarão;1975;8.1;Aventura;Quando um tubarão desencadea caos numa praia, um xerife, um biologista e um marinheiro daram caça ao animal.
O Sétimo Selo;206. O Sétimo Selo;1957;8.1;Drama;Um homem procura respostas sobre a vida, a morte e a existência de Deus enquanto joga xadrez contra a morte durante a Morte Negra.
O Quarto de Jack;207. O Quarto de Jack;2015;8.1;Drama;Um menino é mantido preso em um quarto com sua mãe desde seu nascimento, por isso sua visão do mundo é muito reduzida.
O Grande Lebowski;208. O Grande Lebowski;1998;8.1;Comédia;Jeff The Dude Lebowski, foi confundido por um millonário do mesmo nome e procurará restituçao com a ajuda do seus amigos.
Era uma Vez em Tóquio;209. Era uma Vez em Tóquio;1953;8.1;Drama;Um casal de idosos visita seus filhos e netos na cidade, mas recebe pouca atenção.
Ford vs Ferrari;210. Ford vs Ferrari;2019;8.1;Ação;Um designer de carros e um motorista combatem a interferência corporativa, as leis da física e seus próprios demônios pessoais para construir um carro de corrida revolucionário para a Ford e desafiar a Ferrari nas 24 Horas de Le Mans em 1966.
Ratatouille;211. Ratatouille;2007;8.1;Animação;Um rato que pode cozinhar forja uma aliança incomum com um jovem garoto em um famoso restaurante em Paris.
Hotel Ruanda;212. Hotel Ruanda;2004;8.1;Biografia;Paul Rusesabagina era o gerente de um hotel que abrigava mais de mil refugiados tutsis durante sua luta contra a milícia hutu em Ruanda.
O Martírio de Joana D'Arc;213. O Martírio de Joana D'Arc;1928;8.2;Biografia;Em 1431, Joana D'Arc é julgada sob acusações de heresia. Os advogados da Igreja tentam forçar Jeanne a retractar suas reivindicações de visões sagradas.
Rocky: Um Lutador;214. Rocky: Um Lutador;1976;8.1;Drama;Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.
Logan;215. Logan;2017;8.1;Ação;Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.
Platoon;216. Platoon;1986;8.1;Drama;Um jovem soldado do Vietnã se confronta com uma crisis moral frete aos horrores da guerra.
Spotlight: Segredos Revelados;217. Spotlight: Segredos Revelados;2015;8.1;Biografia;A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.
O Exterminador do Futuro;218. O Exterminador do Futuro;1984;8.1;Ação;Um indestrutível robô é enviado de 2029 a 1984 para assassinar a uma jovem garçonete que vai ter um filho que vai liderar uma guerra contra máquinas maa um soldado humano também é enviado para protege-lha.
Jai Bhim;219. Jai Bhim;2021;8.8;Policial;Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.
Antes do Pôr do Sol;220. Antes do Pôr do Sol;2004;8.1;Drama;Nove anos depois de se conhecer, o Jesse e a Celine se encontram novamente na França.
Rush: No Limite da Emoção;221. Rush: No Limite da Emoção;2013;8.1;Ação;A história da rivalidade impiedosa nos anos 70 entre os rivais de Fórmula 1 James Hunt e Niki Lauda.
Rede de Intrigas;222. Rede de Intrigas;1976;8.1;Drama;Uma rede de televisão explora os delírios e revelações de um homem perturbado.
Conta Comigo;223. Conta Comigo;1986;8.1;Aventura;Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.
Os Melhores Anos de Nossa Vida;224. Os Melhores Anos de Nossa Vida;1946;8.1;Drama;Três veteranos da Segunda Guerra Mundial voltam para casa na cidade pequena da América para descobrir que eles e suas famílias foram mudados irreparavelmente.
O Mágico de Oz;225. O Mágico de Oz;1939;8.1;Aventura;A Dorothy Gale é levada por um tornado até a mágica cidade de Oz e vá numa viagem com novos amigos que la ajudar a voltar para casa.
Na Natureza Selvagem;226. Na Natureza Selvagem;2007;8.1;Aventura;Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.
O Ódio;227. O Ódio;1995;8.1;Policial;24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.
O Exorcista;228. O Exorcista;1973;8.1;Terror;Quando uma adolescente é possuída por uma entidade misteriosa, sua mãe busca a ajuda de um padre, que também é um psiquiatra, para salvar sua filha.
Os Incríveis;229. Os Incríveis;2004;8.0;Animação;Uma familia de heróis encobertos tentando viver uma vida tranquila se vem obrigados a salvar o mundo.
Piratas do Caribe: A Maldição do Pérola Negra;230. Piratas do Caribe: A Maldição do Pérola Negra;2003;8.1;Ação;O ferreiro Will Turner se junta ao capitão Jack Sparrow para salvar seu amor, a filha do governador, dos ex-aliados piratas de Jack, que agora estão vivos.
Ser ou Não Ser;231. Ser ou Não Ser;1942;8.2;Comédia;Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.
Feitiço do Tempo;232. Feitiço do Tempo;1993;8.0;Comédia;Um homem vive o mesmo dia uma e outra vez.
Meu Pai e Meu Filho;233. Meu Pai e Meu Filho;2005;8.2;Drama;A família de um jornalista de esquerda é separada após o golpe militar na Turquia em 1980.
As Vinhas da Ira;234. As Vinhas da Ira;1940;8.1;Drama;Uma família pobre no Centro-Oeste é forçada a abandonar suas terras. Eles viajam para a Califórnia, sofrendo os infortúnios dos sem-teto na Grande Depressão.
Sempre ao Seu Lado;235. Sempre ao Seu Lado;2009;8.1;Biografia;Um professor universitário se liga a um cachorro abandonado que ele leva para casa.
A Batalha de Argel;236. A Batalha de Argel;1966;8.1;Drama;Nos anos 50, o medo e a violência aumentam à medida que o povo de Argel lutava pela independência do governo francês.
A Criada;237. A Criada;2016;8.1;Drama;Uma mulher é contratada como criada de uma herdeira japonesa, mas secretamente esta envolvida em um plano para defraudá-la.
Amores Brutos;238. Amores Brutos;2000;8.1;Drama;Um terrível acidente de carro conecta três histórias, cada uma envolvendo personagens que lidam com a perda, o arrependimento e as duras realidades da vida, tudo em nome do amor.
Rebecca, a Mulher Inesquecível;239. Rebecca, a Mulher Inesquecível;1940;8.1;Drama;Uma mulher autoconsciente faz malabarismos para se ajustar a seu novo papel de esposa de um aristocrata e evitar ser intimidada pela presença espectral de sua primeira esposa.
Rebeldia Indomável;240. Rebeldia Indomável;1967;8.1;Policial;Um sulista quieto é condenado a dois anos em uma prisão rural, mas se recusa a obedecer.
A Canção da Estrada;241. A Canção da Estrada;1955;8.2;Drama;O padre Harihar Ray, sonhando com uma vida melhor para si e sua família, deixa sua aldeia rural de Bengala em busca de trabalho.
A Noviça Rebelde;242. A Noviça Rebelde;1965;8.1;Biografia;Uma mulher deixa um convento austríaco para se tornar a instrutora dos filhos de um oficial da marinha viúvo.
Aconteceu Naquela Noite;243. Aconteceu Naquela Noite;1934;8.1;Comédia;Uma herdeira mimada que foge de sua família é ajudada por um homem que na verdade é um repórter que precisa de uma história.
O Gigante de Ferro;244. O Gigante de Ferro;1999;8.1;Animação;Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.
Os Incompreendidos;245. Os Incompreendidos;1959;8.1;Policial;Uma criança, sem atenção, entra em uma vida de pequenos crimes.
Histórias Cruzadas;246. Histórias Cruzadas;2011;8.1;Drama;Uma aspirante a escritora durante o movimento dos direitos civis nos anos 60 nos Estados Unidos decide escrever um livro sobre as experiências das criadas negras que trabalhavam para as famílias brancas.
Quando Duas Mulheres Pecam;247. Quando Duas Mulheres Pecam;1966;8.1;Drama;Uma enfermeira é encarregada de uma atriz silenciosa e descobre que sua personalidade parece convergir em uma.
A Vida de Brian;248. A Vida de Brian;1979;8.0;Comédia;Nascido no Natal original no estábulo ao lado de Jesus, Brian de Nazaret passa a vida confundido com um messias.
Aladdin;249. Aladdin;1992;8.0;Animação;Um menino de rua bondoso e um Vizir competem por uma lâmpada mágica que tem o poder de realizar seus mais profundos desejos.
A Chantagem;250. A Chantagem;2015;8.2;Policial;Um homem toma medidas desesperadas para tentar salvar sua família do lado negro da lei depois que eles cometem um crime inesperado.
Gangues de Wasseypur;250. Gangues de Wasseypur;2012;8.2 (100K);Ação;Um confronto entre Sultão e Shahid Khan leva à expulsão de Khan de Wasseypur e acende uma rivalidade mortal que se estende por três gerações.
As Diabólicas;250. Diabolique;1955;8.1;Policial;A esposa e a amante de um diretor de escola detestável planejam assassiná-lo com o que elas acham ser o plano perfeito.
Rebel Moon - Parte 1: A Menina do Fogo;Rebel Moon - Parte 1: A Menina do Fogo;2023;;Ação;Uma jovem sai em busca de guerreiros de outros planetas para enfrentar um exército de invasores que aterrorizam a pacífica colônia onde vive.
Agente Stone;Agente Stone;2023;5.7 (39K);Ação;Uma agente de inteligência de uma sombria agência global que trabalha pela manutenção da paz corre para impedir um hacker de roubar sua arma mais valiosa e perigosa.
Vermelho, Branco e Sangue Azul;Vermelho, Branco e Sangue Azul;2023;7.1 (29K);Comédia;Quando sua mãe foi eleita presidente dos Estados Unidos, Alex Claremont-Diaz se tornou o novo queridinho da mídia estadunidense. Bonito, carismático e com personalidade forte, Alex tem tudo para seguir os passos de seus pais.
Que Horas Eu Te Pego?;Que Horas Eu Te Pego?;2023;6.5 (56K);Comédia;Maddie, à beira da falência, é contratada por pais superprotetores para ajudar seu filho introvertido a se tornar mais confiante antes da faculdade. Ela tem apenas um verão para completar sua missão.
Guardiões da Galáxia Vol. 3;Guardiões da Galáxia Vol. 3;2023;8.0 (301K);Ação;Após a perda de Gamora, Peter Quill ainda está chateado e deve reunir os Guardiões da Galáxia em uma missão para defender o universo e proteger Rocket.
Gran Turismo - De Jogador a Corredor;Gran Turismo - De Jogador a Corredor;2023;7.4 (15K);Ação;A história real da realização de um sonho de um jogador de Gran Turismo, cujas habilidades no jogo o levaram a vencer uma série de competições da Nissan e a se tornar um piloto profissional de corrida. Baseado em uma história real.
O Exorcista do Papa;O Exorcista do Papa;2023;6.1 (57K);Terror;Baseado nos arquivos reais do padre Gabriele Amorth, conhecido como o exorcista chefe do Vaticano, que enquanto investigava a posse de um jovem, descobre que durante séculos no Vaticano tentaram a todo custo manter a verdade escondida.
Puppy Love;Puppy Love;2023;6.3 (2K);Comédia;Depois de um primeiro encontro desastroso, Nicole e Max prometem perder os números um do outro até descobrirem que seus cachorros são um casal amoroso com filhotes a caminho.
Drácula: A Última Viagem do Deméter;Drácula: A Última Viagem do Deméter;2023;6.4 (8.1K);Fantasia;"Baseado no livro ""Drácula"" de Bram Stoker, a história se passa a bordo do navio Demeter, onde uma tripulação condenada enfrenta eventos estranhos e aterrorizantes durante a viagem."
Dungeons & Dragons: Honra Entre Rebeldes;Dungeons & Dragons: Honra Entre Rebeldes;2023;7.3 (173K);Ação;Um ladrão encantador e um grupo de aventureiros improváveis embarcam em uma jornada épica para recuperar uma relíquia perdida, mas as coisas saem perigosamente do controle quando eles se envolvem com as pessoas erradas.
The Flash;The Flash;2023;6.8 (153K);Ação;Barry Allen usa sua supervelocidade para mudar o passado, mas sua tentativa de salvar sua família cria um mundo sem super-heróis, forçando-o a correr por sua vida para salvar o futuro.
Asteroid City;Asteroid City;2023;6.7 (67K);Comédia;O itinerário de uma convenção Junior Stargazer é espetacularmente interrompido por eventos que mudam o mundo.
Você Não Tá Convidada pro Meu Bat Mitzvá! 2023;Você Não Tá Convidada pro Meu Bat Mitzvá! 2023;2023;6.0 (5.3K);Comédia;Stacey Friedman se prepara para seu bat mitzvah, mas seus planos se desfazem comicamente e ameaçam arruinar o evento.
Elementos;Elementos;2023;7.0 (44K);Animação;Em uma cidade onde cidadãos de fogo, água, terra e ar vivem juntos, Ember, uma jovem impetuosa, e Wade, um cara que segue o fluxo da vida, irão descobrir algo elementar: o quanto eles têm em comum.
Bottoms;Bottoms;2023;7.0 (998);Comédia;Duas garotas queer e nada populares decidem começar um clube da luta para conseguir fazer sexo antes de suas formaturas.
Reptile;Reptile;2023;;Policial;
Super Mario Bros. - O Filme;Super Mario Bros. - O Filme;2023;7.1 (186K);Animação;Nichols, um detetive obstinado da Nova Inglaterra, inflexível em sua busca por um caso em que nada é o que parece, um caso que começa a desmantelar as ilusões de sua própria vida.
Vidas Passadas;Vidas Passadas;2023;8.2 (13K);Drama;Um encanador chamado Mario precisa salvar seu irmão Luigi das garras do rei dos Koopas, Bowser. Para isso, ele conta com a ajuda da princesa do Reino dos Cogumelos, Peach, e de seus amigos Toad e Donkey Kong.
O Rei Macaco;O Rei Macaco;2023;5.8 (3K);Animação;Dois amigos de infância, Nora e Hae Sung, são separados quando a família de Nora emigra da Coreia do Sul. Vinte anos depois, eles se reencontram e exploram o amor e o destino.
X: A Marca da Morte;X: A Marca da Morte;2022;6.6 (142K);Terror;Segue um macaco cheio de carisma e seu bastão mágico. Os dois embarcam em uma aventura épica, lutando contra 100 demônios, um excêntrico Rei Dragão e o maior inimigo do macaco: seu próprio ego.
A Noite das Bruxas;A Noite das Bruxas;2023;;Policial;Em 1979, um grupo de jovens cineastas se propôs a fazer um filme adulto na zona rural do Texas, mas quando seus solitários e idosos anfitriões os pegam em flagrante, o elenco se vê lutando por suas vidas.
OMG 2;OMG 2;2023;8.2 (21K);Comédia;Na Veneza pós-Segunda Guerra Mundial, Poirot, agora aposentado e vivendo em seu próprio exílio, relutantemente vai a uma sessão espírita. Mas quando um dos convidados é assassinado, cabe ao ex-detetive descobrir mais uma vez o assassino.
Toc Toc Toc: Ecos do Além;Toc Toc Toc: Ecos do Além;2023;5.9 (10K);Terror;Um civil insatisfeito pede ao tribunal que determine a educação integral nas escolas em uma peça dramática e divertida no tribunal.
The Hill;The Hill;2023;6.8 (269);Biografia;O horror se instaura quando um menino de oito anos chamado Peter tenta investigar os misteriosos sons de batidas que vêm de dentro das paredes de sua casa e um segredo sombrio que seus pais sinistros mantinham escondido dele.
Rastro de Maldade;Rastro de Maldade;2015;7.1 (111K);Drama;Uma equipe de exploradores viaja através de um buraco de minhoca no espaço, na tentativa de garantir a sobrevivência da humanidade.
O Urso do Pó Branco;O Urso do Pó Branco;2023;5.9 (87K);Comédia;Nos últimos dias do velho oeste, um velho xerife e seu pelotão partiram para resgatar o médico da aldeia de um grupo de canibais.
Babilônia;Babilônia;2022;7.1 (142K);Comédia;Conta a história de um traficante de drogas cujo avião cai com uma carga de cocaína encontrada por um urso negro, que a come.
Sede Assassina;Sede Assassina;2023;6.6 (22K);Ação;Um conto de ambições exageradas e excessos escandalosos, ele traça a ascensão e queda de múltiplos personagens durante uma era de desenfreada decadência e depravação no início de Hollywood.
Transformers: O Despertar das Feras;Transformers: O Despertar das Feras;2023;6.1 (76K);Ação;Baltimore. Véspera de Ano Novo. Uma policial talentosa, mas problemática, é recrutada pelo investigador-chefe do FBI para ajudar a traçar o perfil e rastrear um indivíduo perturbado que está aterrorizando a cidade.
Branca de Neve e os Sete Anões;Branca de Neve e os Sete Anões;2024;;Aventura;Uma nova aventura que envolverá os Maximals, Predacons e Terrorcons na luta existente na Terra entre Autobots e Decepticons.
O Pior Vizinho do Mundo;O Pior Vizinho do Mundo;2022;7.5 (123K);Comédia;
Jailer;Jailer;2023;7.6 (13K);Ação;Reinterpretação moderna em live-action do filme de animação da Disney de 1937 “Branca de Neve e os Sete Anões”.
